batch_id,production_date,plant,shift,temperature_avg_c,pressure_avg_bar,vibration_index,cycle_time_sec,defect_rate_pct,energy_kwh,material_loss_pct,coating_thickness_mm,output_units_per_hr,efficiency_score
B0332,2024-10-02,Plant_B,Evening,195.72060151879643,3.9190249283178,0.9529445195822164,49.39,2.6,126.9,1.6,2.1007015606076096,237.83069728178543,9584.160000000002
B0333,2025-01-02,Plant_C,Day,198.85178169573143,4.753594479586382,1.345346178947565,52.4,4.4,162.56,2.4,2.266707862434302,224.2534513037507,9330.56
B0334,2023-12-11,Plant_A,Evening,192.09133432087145,3.3618657809757417,0.9941430181842869,51.29,2.5,137.62,1.2,1.7192539424485034,222.85818667063893,9633.0
B0335,2023-11-14,Plant_A,Evening,208.1496070197674,4.321670701700147,1.145041440162529,57.0,4.6,139.7,2.8,1.965856799527412,249.22960020797137,9272.880000000001
B0336,2023-06-03,Plant_A,Evening,213.0748072542524,4.142564289573403,1.4868301712838736,62.8,4.8,138.54,2.5,2.0826038826431645,172.68548743338434,9282.0
B0337,2023-04-26,Plant_A,Evening,204.84462712136812,3.874513912176168,1.3444295345581276,44.57,2.3,122.7,2.3,2.012849442594516,251.09650451406625,9545.29
B0338,2025-02-13,Plant_A,Day,178.65830551428624,3.6027803461852552,1.0259245939141934,41.0,2.7,131.12,1.7,1.999624930542141,302.4106125162532,9564.59
B0339,2024-02-03,Plant_B,Evening,184.01168031487876,4.308535267741007,1.329269842123478,40.86,1.7,124.63,1.8,1.8148507658546975,305.95506385160934,9653.06
B0340,2023-06-26,Plant_A,Day,182.30764645465896,4.492720357735961,1.3191624605384449,40.25,1.2,124.41,0.9,1.7385178952509763,305.99561956404403,9791.08
B0341,2024-11-09,Plant_B,Day,195.0960845753808,4.708055540782019,1.429548461750435,50.55,3.8,149.81,2.5,2.218718296730497,202.4273626240896,9379.5
B0342,2024-12-17,Plant_B,Night,213.5998346598992,3.8118137709051103,2.162741784902982,59.3,6.1,165.44,2.7,2.67788605466492,177.107079055549,9136.470000000001
B0343,,Plant_A,Night,191.7642855040924,4.187105127369463,1.2722660044212473,49.19,2.1,144.88,2.3,2.045360353924041,257.9314934785417,9564.83
B0344,2025-02-11,Plant_C,Night,186.7660369748928,3.661038091914592,1.3185328389056366,45.81,3.1,136.72,0.5,2.05911382558539,281.9396139796347,9641.550000000001
B0345,2024-12-20,Plant_A,Evening,196.07674800012904,4.772933129844315,0.9565260696973245,55.74,2.1,135.31,2.1,1.6480323313546226,242.5125458131741,9584.410000000002
B0346,2024-02-06,Plant_A,Evening,213.5670263008172,5.271071125042214,1.7076737801756376,54.06,7.1,168.11,4.2,2.688629855950753,200.5275449569596,8899.82
B0347,2024-07-04,Plant_A,Evening,221.6442073376864,4.704127785585267,1.7540582770014632,58.5,4.5,167.14,3.5,2.339907259212057,184.5954226467885,9215.75
B0348,2023-05-27,Plant_A,Evening,213.24024566999103,5.046767237636284,2.1397246774876284,54.22,5.0,170.48,3.9,2.475738142617168,198.33983820364455,9129.5
B0349,2024-12-18,Plant_C,Day,199.1311719332887,4.587503179339869,1.4213525572755925,52.16,2.4,149.56,2.6,2.260859988108206,210.07502382727532,9506.24
B0350,2024-01-31,Plant_B,Day,181.1016288091216,4.405630786943735,1.230552727728476,58.07,1.0,146.36,1.2,2.005016097628452,200.69092886020192,9781.199999999999
B0351,2023-11-21,Plant_A,Day,185.8592816665337,3.5877287673363183,1.1647935139599137,46.85,2.7,139.9,1.8,2.012839137141892,254.0314736740778,9554.86
B0352,,Plant_A,Day,181.7522470489,3.935038792672926,0.8982099182549952,43.53,1.4,138.76,0.8,2.044863064961159,304.884283803765,9781.119999999999
B0353,,Plant_A,Evening,197.0978982006906,3.658717520082028,0.8014357157563603,45.56,2.0,137.51,1.5,2.056952609591369,242.094959405753,9653.0
B0354,2024-09-25,Plant_C,Day,188.74035319494,3.832334768008832,1.082370457505052,44.5,3.1,144.45,1.1,1.8567497360507772,270.8213460341344,9583.410000000002
B0355,2024-10-17,Plant_A,Day,188.50026566290327,4.027837292942599,0.83472513518457,46.41,1.4,142.21,1.4,1.9677462992795731,242.39894656310088,9721.96
B0356,2025-02-27,Plant_B,Evening,200.8104343537668,3.466979182472008,0.8856693494830853,44.1,2.8,130.78,2.2,2.260180987873385,236.6584142173516,9506.16
B0357,,Plant_A,Day,186.97192328147187,3.9559044196683337,0.8317447737637391,41.46,1.2,115.55,1.2,1.7752108537497866,305.48756764738346,9761.439999999999
B0358,2023-08-26,Plant_C,Day,181.1121841112204,3.516813374476507,0.7094926304399043,43.45,2.5,122.12,1.2,2.0714809092357864,295.5752743068701,9633.0
B0359,,Plant_A,Day,223.92976441582005,4.779982274551607,2.201918748144813,68.8,4.9,175.04,3.3,2.7794295051093587,112.03577783476948,9196.17
B0360,2023-03-25,Plant_C,Night,206.18379610120104,4.72048582212783,1.3969508367414962,56.81,3.8,142.04,2.1,2.120180407149784,217.9438724643443,9417.980000000001
B0361,2023-07-18,Plant_C,Day,212.7395029741488,4.393009900359112,1.5172294977517833,49.4,4.1,165.72,3.0,2.8421160246536337,231.537046431006,9302.300000000001
B0362,2025-02-14,Plant_B,Night,177.8493565612852,4.308535267741007,0.6652623104816298,42.96,4.5,118.18,1.7,2.049632287747846,299.06944050146024,9387.65
B0363,2024-07-21,Plant_A,Evening,211.52834832734453,4.871005291211205,1.112830549960495,61.9,4.1,165.18,3.0,2.2761443121120624,155.77978655945503,9302.300000000001
B0364,2023-03-02,Plant_B,Day,189.72914809858636,3.5968822230705384,1.0000257710383993,48.99,3.9,127.28,1.9,2.0282745133186464,234.91297511757995,9427.409999999998
B0365,,Plant_A,Evening,180.5705990638413,3.904951371658812,0.8502182313736816,52.18,2.1,120.62,1.6,1.8287339697926688,222.67924383644717,9633.36
B0366,2025-01-31,Plant_B,Night,201.1464334294208,3.9455002708206,0.9782665922554806,55.4,3.9,160.35,1.6,2.182014350856796,211.8625980661764,9456.24
B0367,2023-04-21,Plant_B,Day,204.46241533827336,4.28429018824242,1.2569136612488907,52.93,2.9,143.91,2.2,2.180628279930037,243.82817029973063,9496.38
B0368,2024-12-11,Plant_C,Evening,173.07491341536175,4.0749305341258655,0.7701236467169346,38.7,3.0,134.2,0.7,1.7657318685985028,283.8184690152395,9632.1
B0369,2023-04-30,Plant_B,Day,216.572672343946,5.230198477775507,2.144467537861835,51.41,4.8,184.62,2.8,2.3798835889457424,208.7265430891326,9253.44
B0370,2024-12-16,Plant_A,Evening,234.65026586213344,4.982303708253216,1.4764977718321963,54.17,5.6,190.3,3.8,2.371251523432309,192.20175270661173,9081.28
B0371,,Plant_A,Night,206.2274465386827,5.152382746892737,2.075858171425444,61.63,6.5,193.48,2.7,2.812901788439382,117.09929600376178,9097.55
B0372,2023-12-19,Plant_A,Evening,204.29910104325197,4.896259550773628,1.3535586023980033,50.77,3.0,151.0,2.7,1.999978833483989,227.0312990964826,9438.1
B0373,2024-01-02,Plant_B,Evening,183.90115643181971,3.3916143205360414,0.6495546488520426,40.51,2.0,137.39,1.2,1.6679584722720744,342.5030401869627,9682.4
B0374,,Plant_A,Day,199.8794222260681,4.719085098918302,1.6231482556454806,59.7,3.4,138.61,2.4,2.31214751653498,204.89800840389165,9428.159999999998
B0375,2023-06-20,Plant_A,Night,194.444998992594,4.068206363186471,0.989616754279142,57.02,2.2,134.8,2.7,1.9188155152460853,207.8354622006541,9515.939999999999
B0376,2024-05-10,Plant_A,Night,208.819392638178,4.346832337123368,1.4289702046317174,59.63,3.3,149.28,1.4,2.322601457700209,184.10609244241087,9534.619999999999
B0377,2025-01-07,Plant_B,Evening,189.50046890376447,3.7657598588712062,1.3189253368718123,51.47,3.4,136.4,0.7,1.9614008519835056,246.81737339730643,9592.38
B0378,2024-01-10,Plant_C,Day,201.19087312989265,4.41664891862471,1.3185328389056366,41.0,3.1,144.28,2.1,2.0211856158429926,275.62038013249764,9486.51
B0379,2024-02-26,Plant_B,Evening,218.8391353290766,5.28248588477824,2.087982185236942,50.62,7.6,161.29,4.7,2.6426827099442445,194.2544686146156,8805.720000000001
B0380,2024-07-31,Plant_B,Night,209.33949688199337,4.010108649607439,1.3392388794230872,44.32,3.9,149.94,1.7,2.015289423637755,263.48979060363104,9446.63
B0381,2024-12-24,Plant_B,Evening,178.35816883810224,3.596572538105404,0.7668156988857742,48.8,1.4,124.76,1.5,2.036438035145702,236.05050399149573,9712.099999999999
B0382,2023-07-19,Plant_B,Day,219.24741520442612,4.959498038839583,1.5640075582419335,55.43,4.8,181.07,1.9,2.5945155892125755,205.092206018788,9339.119999999999
B0383,,Plant_A,Day,212.97492687572225,5.570836970276086,1.9167309543674411,57.79,6.5,172.73,2.7,2.458671005611251,187.1224329813004,9097.55
B0384,2024-02-07,Plant_A,Evening,183.87791016008032,4.049733571147278,0.8890980251982594,52.32,2.3,137.36,1.1,1.6833404164898949,239.1790713878542,9662.53
B0385,,Plant_A,Night,161.68101389950735,3.607091618178993,1.3185328389056366,51.11,3.2,121.47,0.9,2.110997269886429,253.8667747650809,9592.88
B0386,2024-12-26,Plant_B,Evening,187.68490897577624,3.890374354932508,0.6192444206571799,45.52,1.9,144.57,1.4,1.6880651584399042,283.7652015404854,9672.659999999998
B0387,2023-04-02,Plant_C,Day,224.85307047949945,5.210497567679328,2.2496885283868804,54.49,7.1,190.82,2.8,2.7091552303194777,163.57205799769258,9029.880000000001
B0388,,Plant_B,Day,218.2192851912624,4.587355360823466,1.9315788239686815,63.58,5.6,183.63,3.4,2.411895632510491,179.51518382434176,9119.04
B0389,,Plant_A,Day,182.80069260225247,4.173238799503052,0.7851601681429183,39.37,1.2,126.91,0.5,1.4802888935654717,285.6588858329589,9830.6
B0390,2025-01-06,Plant_B,Day,188.7557070377149,3.8422558191636873,0.6643002450160407,40.75,1.0,133.15,1.0,1.762273949796762,313.88583786132574,9801.0
B0391,,Plant_A,Evening,194.8476566551728,4.459423202245153,1.3045130760663026,56.59,2.7,168.93,2.3,2.432517285896788,226.17553505101137,9506.21
B0392,2024-08-29,Plant_A,Evening,192.83309330024227,3.7894880106719455,1.4394154556691767,45.35,2.5,130.17,1.2,2.030095575200015,315.2209246062125,9633.0
B0393,,Plant_B,Day,201.66468252606975,4.1057964654206005,1.0054641173472785,62.04,2.8,132.08,0.6,1.8301904305691412,175.5687040006854,9661.68
B0394,2023-06-07,Plant_A,Day,188.37714759217465,4.705427650808439,1.3310074085971748,47.15,3.3,138.5,1.3,1.808148508869068,253.50212241909463,9544.29
B0395,2023-12-07,Plant_B,Night,195.2512962114157,4.47029976322192,1.4030859499632,48.91,3.1,150.75,1.5,1.8737528287967788,209.36152558697756,9544.650000000001
B0396,2024-06-14,Plant_B,Day,174.96136290018714,3.944983104425404,1.0670131976952115,38.1,0.0,111.19,1.3,2.177271322754048,328.00974764897364,9870.0
B0397,2024-05-19,Plant_A,Day,202.32923181763653,4.245843851154968,1.227763143599002,48.37,2.4,117.28,2.1,2.294292103713187,245.73685324669407,9555.04
B0398,,Plant_B,Day,191.35030423546877,3.6502930264078777,0.8675781336702604,50.04,3.6,131.9,0.7,2.079903646511565,263.835128298939,9572.52
B0399,2023-03-11,Plant_B,Evening,214.0366714025226,4.805675093881495,2.202214516618657,55.22,5.8,176.57,2.9,2.820536631421544,210.25382858981567,9146.82
B0400,,Plant_B,Day,182.3554607080782,4.3843158847835975,0.8368484596902578,47.4,2.2,114.74,1.3,1.6079146727792302,257.1432159986434,9652.86
B0401,2023-06-26,Plant_A,Day,181.2156263626372,3.652395929099167,0.7869575132571917,41.97,2.0,111.45,0.7,1.7962856558669382,244.77156588756705,9731.4
B0402,2024-05-14,Plant_B,Night,199.9230421915877,4.472167793190948,1.38027147183925,52.98,4.0,143.11,2.9,2.0764953499752528,244.03583633105757,9321.599999999999
B0403,,Plant_B,Day,208.41766910758395,4.604845325042084,1.3768743559518517,58.13,4.8,149.56,3.2,2.155781361045796,220.5290506755192,9215.36
B0404,2023-03-07,Plant_C,Day,199.1311719332887,4.170909764807189,1.3586634358220842,58.75,3.3,148.27,2.5,1.9442502884791275,190.6432593408973,9428.25
B0405,2024-12-15,Plant_A,Evening,178.00633128350742,3.6663139553147306,1.049703569399374,49.57,1.5,116.32,0.7,2.016192995037055,271.3664262124418,9781.05
B0406,2023-04-08,Plant_B,Evening,191.9778215497309,3.825811447474139,1.314790390913496,53.83,1.9,132.9,2.0,1.94775033266687,261.0542417980291,9613.8
B0407,2023-03-27,Plant_A,Day,198.4984001444585,4.9351992658332495,1.8969229975595017,70.01,4.6,170.96,4.2,2.469967299909666,152.9665091191534,9139.32
B0408,2023-12-11,Plant_C,Day,186.83703056692957,3.673320247153736,0.7319726377197953,46.37,1.5,129.77,1.9,1.9605495718258208,253.67253449626415,9662.849999999999
B0409,2024-06-17,Plant_A,Day,214.4987088709916,4.655143295622432,2.0002785106983407,65.74,5.9,151.78,3.1,2.513690459238539,170.69340159028962,9118.29
B0410,2023-07-11,Plant_A,Day,184.050250809478,3.2880993045713542,1.0096988212947893,48.81,0.8,142.85,2.5,1.652816286810273,257.4034277836718,9672.0
B0411,,Plant_A,Night,199.3284986563021,5.12323930871159,1.2958709100947785,55.03,4.6,151.33,3.4,2.200843051948953,213.08831113880703,9215.64
B0412,,Plant_C,Night,206.49344652148596,4.293763345734279,1.4561766565348626,50.18,5.2,161.68,2.2,2.18384741967539,195.4541333065549,9271.439999999999
B0413,2025-02-09,Plant_A,Evening,211.11267124012645,4.261694182670997,1.7382716294052678,53.8,3.4,166.47,2.3,2.564766752126028,264.5301203951407,9437.82
B0414,,Plant_B,Day,186.66141118459396,3.876318207597691,0.5395457226042049,43.75,1.4,136.93,1.9,1.6048783085259437,263.26596738752073,9672.659999999998
B0415,2023-10-26,Plant_B,Day,200.7327479349809,3.923646741420279,1.37717503015113,56.87,1.4,128.69,1.7,1.9584859772323544,263.4757479931358,9692.38
B0416,2023-08-24,Plant_B,Day,207.38580180158704,5.099170109016272,1.7104621673295524,57.27,3.7,169.93,3.3,2.534719365181353,173.2742661154961,9312.21
B0417,2024-05-14,Plant_B,Day,187.1192027621381,3.279508866597963,0.9477819137810044,45.18,1.7,128.48,0.5,1.6509927953410302,325.99480904259696,9780.85
B0418,2024-04-06,Plant_A,Evening,184.95918648992145,3.683410132575104,0.7557602840348089,37.97,1.6,108.18,1.1,1.6558296458881054,309.1991654831387,9731.76
B0419,2024-10-10,Plant_B,Day,207.6067515130191,3.706086024221918,1.5445328400278169,53.35,3.1,149.7,0.1,2.0546944836692025,265.12318931858,9680.310000000001
B0420,2024-03-18,Plant_A,Day,178.09712670494767,3.4692129898291326,1.005521798196906,42.73,1.3,123.1,1.2,1.9490833763903492,296.3123931685405,9751.56
B0421,2024-03-12,Plant_C,Day,213.2707240718061,4.622962275929081,1.8302058823333165,57.25,5.1,178.54,3.3,2.519986727758152,176.06119958986918,9176.83
B0422,2024-11-07,Plant_A,Evening,213.48743427589403,5.163202082940916,2.272223037208604,64.79,4.7,168.43,3.6,2.454633210530056,161.19911695585753,9186.92
B0423,2024-03-26,Plant_A,Evening,222.14507426800571,4.66134696970798,2.0364472467314685,64.3,4.8,163.96,4.2,2.4808129870505726,168.4446126821685,9120.16
B0424,2024-10-20,Plant_A,Night,205.84121183844465,4.308535267741007,1.373488201408659,47.0,3.6,149.86,2.1,2.386767549815461,224.1815362859044,9437.560000000001
B0425,2024-08-22,Plant_C,Day,214.030464536653,5.077384571877487,1.727919327199941,65.84,6.4,168.73,3.0,2.421328905267026,87.97029617368038,9079.199999999999
B0426,2025-01-10,Plant_C,Evening,205.74056271336585,4.718123365151112,0.7314904284575505,51.27,4.5,161.08,3.3,2.094303245889605,202.11502351288087,9234.85
B0427,2025-01-10,Plant_A,Day,197.51413029628017,4.168176983303053,1.1502170085122394,57.59,2.8,155.77,2.4,2.149236383670717,216.88801951007247,9486.72
B0428,2023-05-21,Plant_A,Day,175.43004405265611,3.912441612306545,1.2432732900576906,47.27,1.8,127.2,0.6,2.055733620079786,291.2519427546993,9761.080000000002
B0429,2023-10-28,Plant_A,Night,169.48792321002065,3.782847394347076,1.1461508380936547,40.39,1.9,122.76,0.0,2.1750690921024143,314.7679477173478,9810.0
B0430,2023-04-11,Plant_C,Night,189.1220837434064,3.9006426479706726,0.989510431523422,53.45,2.9,128.17,1.5,1.7909067372329488,252.29184695560463,9564.349999999999
B0431,2025-01-01,Plant_B,Night,172.71489005620268,3.796257849173678,1.2670893886689385,41.42,1.7,119.47,0.7,1.819910098247864,294.9469351413084,9761.189999999999
B0432,2024-08-30,Plant_C,Evening,221.5409368278769,5.402984707329631,1.9738232635581188,62.16,4.9,168.52,2.7,2.50397112205053,170.16454053536697,9253.23
B0433,2024-12-10,Plant_A,Evening,190.8492279139213,4.367317427115485,1.068836498582212,43.7,2.0,141.23,1.8,2.124764464414952,270.2440617550372,9623.6
B0434,2023-12-18,Plant_C,Day,200.40698954617,5.303124431497097,1.170169789743109,39.3,2.5,137.71,2.1,2.109625688718386,333.9803511845234,9545.25
B0435,2025-02-19,Plant_A,Day,213.56778393779248,4.689151091795781,1.9386607952071453,58.1,6.5,179.49,3.7,2.053415536260344,159.03576312190918,9004.05
B0436,2023-04-08,Plant_B,Evening,206.07561180796105,4.802436010359249,1.2813038417187383,52.17,3.6,142.86,2.3,1.834102756432287,260.5471119032844,9418.28
B0437,2024-02-14,Plant_A,Evening,183.42772998683867,3.1099325001305926,1.320812149181767,47.13,1.1,116.5,1.2,1.6579737287708838,284.52699489015475,9771.32
B0438,2024-03-22,Plant_C,Day,171.1805741473451,3.5639790622602883,1.0993631315798305,45.22,1.9,123.07,1.8,1.6209811270934442,305.062726512059,9633.42
B0439,,Plant_A,Evening,207.87946572407552,4.971883249153389,1.4406565716324482,49.07,4.0,138.63,2.9,2.2242300193484463,241.27708480391988,9321.599999999999
B0440,2023-10-20,Plant_C,Evening,168.61560667608316,3.6752356075094585,0.8155975014013319,35.04,1.9,134.74,2.0,1.9199872855164728,329.572788137901,9613.8
B0441,2023-07-06,Plant_C,Day,211.32276581874723,5.022578462075556,1.2576760588759854,55.54,4.4,158.64,2.9,2.065726065195734,171.855159608311,9282.759999999998
B0442,,Plant_B,Day,175.0725293081535,4.057436478476267,1.6510221710973738,52.98,2.3,144.8,2.0,2.024299955490813,231.4790030021846,9574.6
B0443,2024-06-08,Plant_B,Evening,209.45532559743128,4.277898176794068,1.3223205747108668,58.2,4.5,149.82,1.4,2.109015591063263,173.9232200277254,9416.3
B0444,2024-06-28,Plant_B,Night,199.1311719332887,4.6489806117873815,1.010930920826777,56.32,4.1,171.48,2.7,2.3528399200932584,209.40350772308827,9331.07
B0445,2024-01-21,Plant_B,Day,194.69479064045217,4.194162188749179,0.5625233111516206,41.29,3.1,136.4,1.0,1.738582641527009,304.20810697121635,9593.1
B0446,2024-08-17,Plant_B,Night,203.8556293462462,3.5968338115255047,1.443615187294801,57.36,1.9,126.24,1.6,2.085693999506251,235.58648747836105,9653.04
B0447,2024-09-30,Plant_A,Day,226.6489789984492,4.645220923676581,1.6759815614354263,56.17,6.1,166.41,2.9,2.676690154136406,169.4007470533409,9117.69
B0448,2023-09-06,Plant_A,Night,184.36313123465703,3.9411345363222887,0.9826430478898796,41.07,0.5,120.27,0.4,1.971908974724768,316.6771571706004,9910.199999999999
B0449,2024-11-14,Plant_A,Day,216.4418246990403,5.403524892498315,1.7344194249772973,65.38,6.5,169.35,2.7,2.50375366522663,131.90704772241315,9097.55
B0450,,Plant_B,Evening,196.39473622966372,4.145835739599149,1.2930870420564031,50.59,4.1,121.8,1.8,1.8934075803089347,259.15261570185805,9417.380000000001
B0451,2024-11-05,Plant_A,Day,205.68943255298203,4.06144774112482,1.3315459023853848,53.33,1.9,132.35,2.1,1.6526014022474962,230.26181830395385,9603.99
B0452,2023-08-12,Plant_B,Day,194.1183452158484,4.308535267741007,1.0191261162362115,43.36,2.5,128.48,2.2,2.1573953806756894,254.4147068428696,9535.5
B0453,2024-07-25,Plant_C,Night,190.5949188012248,4.082294810460341,1.404418760073981,48.53,2.9,125.07,0.7,1.8132296722666983,241.91197140008492,9642.029999999999
B0454,2024-12-06,Plant_B,Evening,193.93669462833068,3.486523789293035,1.0645971264323535,40.48,0.3,140.91,1.4,1.6607669957890765,310.8500964586276,9830.42
B0455,2024-09-19,Plant_C,Day,201.2739278283352,4.390041979564295,0.9530411784657704,41.73,2.5,124.73,1.3,2.249189147661965,297.0317830638286,9623.25
B0456,2023-12-16,Plant_A,Evening,210.3144875914187,5.138278361151014,1.4094118706494854,54.7,6.0,165.86,3.2,2.295578316085364,217.55755744026948,9099.199999999999
B0457,,Plant_A,Day,204.7298491303222,3.97000078430696,1.1832540763607282,49.22,1.0,137.07,1.6,1.9132943292159288,259.9537328129109,9741.6
B0458,2024-02-09,Plant_C,Night,199.4837586815809,4.581214239348372,1.2986073005500494,59.47,4.0,162.02,1.7,2.3215082944897536,200.3044660317137,9436.8
B0459,2024-07-11,Plant_C,Day,207.48682699681223,4.680483631613637,1.3939734983350769,55.6,3.5,148.19,1.6,2.387587543380613,222.09653065133804,9495.6
B0460,2023-07-01,Plant_B,Day,216.6031588385409,4.678388945412151,2.076751476946936,61.12,5.6,169.87,2.7,2.748090300106884,166.83022426080825,9185.12
B0461,2024-03-01,Plant_A,Night,183.3906503304297,4.197585251646999,0.6376620518143683,40.37,0.9,128.44,0.1,1.711047368039566,281.24247400087563,9900.09
B0462,,Plant_C,Night,179.7409086052458,4.238324072951224,1.1367619898788883,51.06,1.7,113.67,2.5,1.505801448078029,213.68464285814431,9584.25
B0463,2025-02-10,Plant_A,Day,224.22583348727488,4.795127830365924,1.3185328389056366,61.13,6.5,171.2,4.1,2.4871140599170247,181.2617342544463,8966.65
B0464,2023-09-19,Plant_B,Evening,204.58939265537623,4.586050484009975,1.2430096400306268,48.7,1.9,137.99,2.3,2.158129458051744,239.71539834498827,9584.369999999999
B0465,2024-08-10,Plant_B,Night,213.3150135456124,5.080268695988874,1.3185328389056366,60.77,5.4,175.55,3.2,2.417580680545775,182.0607700067629,9157.279999999999
B0466,2024-09-23,Plant_B,Day,194.09190248007764,4.066478750959607,1.2153088031705963,44.7,1.2,137.69,1.3,1.6364624983299043,305.49570893095967,9751.56
B0467,2023-12-08,Plant_A,Night,200.089083418512,3.473668293632074,0.9282536036114644,47.14,1.8,119.93,1.1,1.8665938965945983,287.2848663232002,9711.980000000001
B0468,,Plant_A,Evening,188.0382617187959,3.899432608035791,0.9913868537219396,46.0,4.2,132.0,1.3,2.4112503024847847,273.451394458232,9455.46
B0469,,Plant_A,Day,191.9207904809156,3.5504943157732813,0.8318033832941348,52.13,2.8,138.52,1.1,2.2258822716709834,240.98357503095409,9613.08
B0470,2024-03-24,Plant_B,Night,170.3062089223143,3.933256611337965,1.1912369210271736,45.56,1.3,136.36,0.3,1.6847286852221122,286.9631086873614,9840.390000000001
B0471,2024-12-22,Plant_A,Night,193.2247177885997,4.6782019562694375,1.4682638677144693,51.48,5.4,152.26,2.3,2.302155245275663,226.38473246179228,9242.42
B0472,2023-12-21,Plant_B,Day,219.6138341199596,4.897526753668174,1.6628985599079682,52.82,7.5,160.62,2.7,2.6241172668378554,199.98549693180055,9000.25
B0473,2023-10-07,Plant_C,Evening,187.21210328075497,3.802096104622573,0.8101354795707442,43.84,0.9,112.6,1.3,2.124358296191447,315.37775942428823,9781.17
B0474,2024-12-26,Plant_B,Day,185.53791748143087,4.1390611541477575,1.0929816591162482,38.64,1.2,140.4,0.6,1.4706256153575237,343.1641221139727,9820.720000000001
B0475,2023-12-22,Plant_C,Night,190.9757462454513,3.4736312756538585,0.9415030986698262,45.44,1.6,124.09,0.9,1.892529420891624,265.35996228083013,9751.44
B0476,2024-06-20,Plant_B,Day,194.8900049930413,4.431664780635224,0.9478923007772336,47.86,1.5,156.2,1.6,2.0752889277390616,310.94058260182896,9692.400000000001
B0477,,Plant_A,Evening,212.8102986905982,4.4582395868107065,2.2196287110190585,61.24,5.6,176.39,2.8,2.549770810632532,179.94439341654336,9175.68
B0478,,Plant_C,Evening,179.05240727786045,3.84090139499612,1.049681360944856,48.66,1.5,118.81,0.2,1.701313259186164,268.9892960680324,9830.3
B0479,2024-03-17,Plant_B,Night,205.6616005947668,4.571165930346087,2.201322793656737,62.9,5.3,192.1,3.3,2.4501450716179813,168.11120028068055,9157.49
B0480,2023-06-15,Plant_B,Day,188.43137459852147,3.782700307638378,0.9215885630152644,45.9,2.7,110.69,0.6,1.7338988872886634,255.31846419268217,9671.62
B0481,2025-02-26,Plant_A,Evening,187.22996379880612,3.657719337202866,1.137113606205036,55.47,1.6,152.05,2.3,1.6520916449090943,234.4556206852644,9613.68
B0482,,Plant_B,Evening,196.22701663697003,4.010579848516183,1.1266747211570558,55.5,2.6,141.93,0.9,2.1347410843949977,235.8159145196071,9652.34
B0483,2023-10-17,Plant_C,Day,184.64475713219323,3.7690829698558033,1.0691452756388216,43.31,2.4,147.97,0.9,1.6066719275204484,308.6685262353514,9672.159999999998
B0484,,Plant_A,Evening,207.4171794265178,4.410725092421222,1.4332135501789314,58.48,5.1,144.9,3.7,2.2381538945657526,173.12264602790398,9138.87
B0485,2023-08-31,Plant_B,Day,230.7412505458108,4.752099636755832,1.6821061435195124,66.52,4.5,177.84,3.6,2.4970308159816943,124.28640968680808,9206.2
B0486,,Plant_A,Day,204.97954717370803,4.85162892849795,1.3178671766866796,48.13,1.9,157.39,2.1,2.325166675730857,271.2073160513478,9603.99
B0487,2023-12-04,Plant_A,Evening,218.4466484003731,5.234492260215814,1.6923483538133388,66.04,5.3,178.76,2.8,2.6542677384529125,144.9761613935245,9204.84
B0488,2023-04-29,Plant_B,Day,217.22585561806352,4.74977247545847,1.4447941803646966,49.81,3.9,142.62,2.6,2.1351003338730865,240.3017703178856,9360.14
B0489,2023-04-26,Plant_B,Evening,219.8682132053026,5.489400520001158,2.0053554015303634,63.19,4.6,180.92,2.8,2.3219265048616258,159.42822093744857,9272.880000000001
B0489,2023-04-26,Plant_B,Evening,219.8682132053026,5.489400520001158,2.0053554015303634,63.19,4.6,180.92,2.8,2.3219265048616258,159.42822093744857,9272.880000000001
B0490,2024-01-02,Plant_A,Day,200.8273888488265,4.6983739990483215,1.225617301556909,53.3,3.4,154.86,2.5,2.049475790679302,246.3890805698463,9418.5
B0491,2023-07-10,Plant_A,Day,226.52141915395367,5.449589839757034,2.001383729335222,62.6,5.1,167.93,2.6,2.3976566691764862,132.9752936395012,9243.26
B0492,2023-11-26,Plant_B,Day,184.1910156621996,4.231689319353043,0.8393904031917848,37.92,2.1,136.53,0.0,1.731515093952443,314.9608498516074,9790.0
B0493,2024-03-19,Plant_C,Day,196.11367770898204,4.076638958664236,1.170629459781147,50.53,4.4,152.69,2.4,1.916134101636153,274.00347278093983,9330.56
B0494,2023-03-17,Plant_B,Night,178.40956307358297,3.99083465026801,0.8020421155947027,42.99,3.7,114.7,1.5,1.3197004771362553,277.1604706243411,9485.55
B0495,2024-08-21,Plant_A,Evening,204.59669251903333,4.186704698211655,1.3744595093440504,54.65,3.5,145.86,1.6,2.033692587260551,207.4412483683421,9495.6
B0496,2024-05-29,Plant_C,Evening,194.07015871206,3.776620453305299,1.1015981626213636,49.6,3.4,159.94,2.2,2.3418043935713104,242.1641443207425,9447.48
B0497,,Plant_C,Day,182.0167511761748,3.9240518732716936,1.3185328389056366,38.82,1.3,140.05,1.2,1.348528908225388,287.9704291130127,9751.56
B0498,2024-02-02,Plant_B,Night,209.5600522553482,4.581125240221079,1.3047134583084787,62.51,3.6,175.7,2.6,2.3008034643329185,183.7200702208613,9389.36
B0499,,Plant_C,Night,199.1311719332887,3.744018836768571,1.298913377438094,49.38,2.6,137.1,0.1,2.059764414789086,268.695664568035,9730.26
